id,_type,applicableUnit,altLabel,inScheme,prefLabel,topConceptOf,dc_type,definition,note,scopeNote,relevantLZS,relevantProperty,maxValue,operatie,minValue,subject,relevantQuantityKind,seeAlso,relevantCodeList,technischefiche,referentiewaardeType,broader,broaderTransitive,narrower,narrowerTransitive,semanticRelation,code,hasTopConcept
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet,http://www.w3.org/2004/02/skos/core#Concept|http://www.w3.org/ns/ssn/Property,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,Waswaterdebiet over het waspakket,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/waswater,http://qudt.org/vocab/quantitykind/VolumeFlowRate,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0053,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietbevloeiing,http://www.w3.org/2004/02/skos/core#Concept|http://www.w3.org/ns/ssn/Property,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,Waswaterdebiet van de bevloeiing van het vulmateriaal,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/waswater,http://qudt.org/vocab/quantitykind/VolumeFlowRate,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0053,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietvoorbevochtiging,http://www.w3.org/2004/02/skos/core#Concept|http://www.w3.org/ns/ssn/Property,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,Waswaterdebiet van de voorbevochtiging van de ingaande stallucht,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/waswater,http://qudt.org/vocab/quantitykind/VolumeFlowRate,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0053,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater,http://www.w3.org/2004/02/skos/core#Concept|http://www.w3.org/ns/ssn/Property,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,Zuurtegraad van het waswater,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/waswater,http://qudt.org/vocab/quantitykind/Acidity,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/0076,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_1,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Zuurtegraad waswater S1 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater,null,null,null,null,null,null,null,false,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_10,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Drukval S2 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem,null,null,null,null,null,null,null,true,exact,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_11,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Waswaterdebiet voorbevochtiging S3 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietvoorbevochtiging,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_12,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Waswaterdebiet bevloeiing S3 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietbevloeiing,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_13,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Biobedspuiwaterproductie S3 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspuiwaterproductie,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_14,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Biobedspoelwaterproductie S3 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspoelwaterproductie,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_15,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Drukval S3 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem,null,null,null,null,null,null,null,true,maximum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_2,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Geleidbaarheid waswater S1 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/geleidbaarheidvanhetwaswater,null,null,null,null,null,null,null,true,maximum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_3,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Waswaterdebiet S1 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_4,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Spuiwaterdebiet S1 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/spuiwaterproductie,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_5,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Drukval S1 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem,null,null,null,null,null,null,null,true,exact,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_6,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Zuurtegraad waswater S2 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater,null,null,null,null,null,null,null,true,maximum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_7,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Geleidbaarheid waswater S2 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/geleidbaarheidvanhetwaswater,null,null,null,null,null,null,null,true,maximum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_8,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Waswaterdebiet S2 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_9,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,Spuiwaterdebiet S2 systeem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/spuiwaterproductie,null,null,null,null,null,null,null,true,minimum,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/stalbezetting/in_gebruik,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/stalbezetting,"Stal in gebruik, dieren aanwezig.",https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/stalbezetting,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/stalbezetting/leeg,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/stalbezetting,Lege stal,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/stalbezetting,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/status/gereinigd,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,Gereinigd,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/status/onderhoud,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,In onderhoud,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/status/operationeel,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,Operationeel,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/status/storing,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,Storing,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,Luchtwassysteem,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,Luchtzuiveringssysteem,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,null,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s1,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,Biologisch luchtwassysteem,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/spuiwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/geleidbaarheidvanhetwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/stalbezetting|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/systeemstatus,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,S1,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s2,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,Chemisch luchtwassysteem,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/spuiwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/geleidbaarheidvanhetwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/stalbezetting|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/systeemstatus,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtwassysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,S2,null
https://data.omgeving.vlaanderen.be/id/concept/lzs/type/s3,http://www.w3.org/2004/02/skos/core#Concept,null,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,Biobed,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietvoorbevochtiging|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietbevloeiing|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspoelwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspuiwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/stalbezetting|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/systeemstatus,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem,S3,null
https://data.omgeving.vlaanderen.be/id/concept/vlarem-klasse/k1,http://www.w3.org/2004/02/skos/core#Concept,null,VLAREM klasse 1,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,Klasse 1,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,null,Indelingsklasse voor inrichtingen met de grootste milieu-impact. Voor deze activiteiten geldt een omgevingsvergunning klasse 1 (zwaarste procedure).,Indelingsklasse voor inrichtingen met de grootste milieu-impact. Voor deze activiteiten geldt een omgevingsvergunning klasse 1 (zwaarste procedure).,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/vlarem-klasse/k2,http://www.w3.org/2004/02/skos/core#Concept,null,VLAREM klasse 2,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,Klasse 2,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,null,Indelingsklasse voor inrichtingen met een middelgrote milieu-impact. Voor deze activiteiten geldt een omgevingsvergunning klasse 2.,Indelingsklasse voor inrichtingen met een middelgrote milieu-impact. Voor deze activiteiten geldt een omgevingsvergunning klasse 2.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/vlarem-klasse/k3,http://www.w3.org/2004/02/skos/core#Concept,null,VLAREM klasse 3,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,Klasse 3,https://data.omgeving.vlaanderen.be/id/conceptscheme/vlarem-klasse,null,Indelingsklasse voor inrichtingen met een beperkte milieu-impact. Voor deze activiteiten geldt een meldingsplicht (klasse 3).,Indelingsklasse voor inrichtingen met een beperkte milieu-impact. Voor deze activiteiten geldt een meldingsplicht (klasse 3).,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/medium,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem medium,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/hetelektronischmonitoringssysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/lucht|https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/spuiwater|https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/stal|https://data.omgeving.vlaanderen.be/id/concept/lzs/medium/waswater
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/norm-bandbreedte,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,Ranges,null,conceptschema luchtzuiveringssysteem normbandbreedte,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_10|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_11|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_12|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_13|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_14|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_15|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_16|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_1|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_2|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_3|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_4|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_5|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_6|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_7|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_8|https://data.omgeving.vlaanderen.be/id/concept/lzs/norm_bandbreedte/_9
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem eigenschap,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebiet|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/spuiwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/drukvaloverhetsysteem|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietvoorbevochtiging|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/waswaterdebietbevloeiing|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/zuurtegraadwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/geleidbaarheidvanhetwaswater|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspoelwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/biobedspuiwaterproductie|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/stalbezetting|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter/systeemstatus
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/parameter-norm,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem parameter specificatie,null,null,"Het schema van indelingsklassen (1, 2, 3) zoals vastgelegd in de Vlaamse milieuregelgeving (VLAREM).","Het schema van indelingsklassen (1, 2, 3) zoals vastgelegd in de Vlaamse milieuregelgeving (VLAREM).",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_10|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_11|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_12|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_13|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_14|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_15|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_1|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_2|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_3|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_4|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_5|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_6|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_7|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_8|https://data.omgeving.vlaanderen.be/id/concept/lzs/parameter_norm/_9
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/stalbezetting,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem stalbezetting,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/stalbezetting/in_gebruik|https://data.omgeving.vlaanderen.be/id/concept/lzs/stalbezetting/leeg
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemstatus,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem status,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/status/gereinigd|https://data.omgeving.vlaanderen.be/id/concept/lzs/status/onderhoud|https://data.omgeving.vlaanderen.be/id/concept/lzs/status/operationeel|https://data.omgeving.vlaanderen.be/id/concept/lzs/status/storing
https://data.omgeving.vlaanderen.be/id/conceptscheme/lzs/systeemtype,http://www.w3.org/2004/02/skos/core#ConceptScheme,null,null,null,conceptschema luchtzuiveringssysteem,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://data.omgeving.vlaanderen.be/id/concept/lzs/type/luchtzuiveringssysteem
